batter,delta_obs,delta_pred,denom_L,denom_R,prior_pa,stand,weight,stratum,delta_route_a
664040,-0.12894139581758624,-0.046179795255439915,147.0,405.0,533.0,L,215.70652173913044,high,-0.026253501145267144
664056,-0.06401403495778407,0.025831836258187912,157.0,344.0,671.0,R,215.6007984031936,high,0.014857842364673413
664059,0.09056596701649172,-0.004179430173437859,92.0,87.0,212.0,R,89.43016759776536,medium,0.014857842364673413
664068,0.06555882352941178,0.015168466176347595,12.0,17.0,309.0,R,14.068965517241379,medium,0.014857842364673413
664238,-0.035021498771498794,0.024140120151959932,132.0,111.0,684.0,R,120.59259259259261,high,0.014857842364673413
664702,0.0055479623824451485,0.012113179110242789,143.0,145.0,559.0,R,143.99305555555557,high,0.014857842364673413
664728,-0.040834279523293604,-0.04203095338391799,71.0,325.0,193.0,L,116.54040404040404,medium,-0.026253501145267144
664761,0.042179346510689775,0.026032383007489,134.0,370.0,698.0,R,196.74603174603172,high,0.014857842364673413
664770,-0.007762532981530346,-0.03281602126379407,50.0,379.0,19.0,L,88.34498834498835,low,-0.026253501145267144
664774,-0.09017197020988488,-0.03374808676372659,28.0,211.0,206.0,L,49.43933054393305,medium,-0.026253501145267144
664983,-0.05162308313155772,-0.03309033414733831,42.0,177.0,355.0,L,67.89041095890411,medium,-0.026253501145267144
665019,-0.10577714352283318,-0.04152182328288101,87.0,296.0,62.0,L,134.4751958224543,low,-0.026253501145267144
665052,0.10174258109040718,-0.04791180780426396,23.0,63.0,21.0,L,33.69767441860465,low,-0.026253501145267144
665161,-0.03594939570472133,0.019941619448556158,106.0,434.0,490.0,R,170.38518518518518,high,0.014857842364673413
665487,-0.05370773825985953,0.013689344196124498,179.0,505.0,548.0,R,264.312865497076,high,0.014857842364673413
665489,0.04943168403319398,0.022459746922626533,155.0,517.0,758.0,R,238.4970238095238,high,0.014857842364673413
665561,0.05107937632884477,-0.007442509684818244,34.0,83.0,47.0,L,48.23931623931624,low,-0.026253501145267144
665742,-0.07447995817357961,-0.03962398867668859,247.0,453.0,1301.0,L,319.68857142857144,high,-0.026253501145267144
665750,0.06560848431285904,-0.012816776157311749,31.0,146.0,450.0,L,51.14124293785311,medium,-0.026253501145267144
665804,-0.15049756097560976,0.023105479676317098,20.0,82.0,156.0,R,32.15686274509804,medium,0.014857842364673413
665828,0.0402157142857143,-0.009304360153415403,21.0,100.0,185.0,L,34.710743801652896,medium,-0.026253501145267144
665833,-0.12894207228915658,-0.05797043403964741,125.0,415.0,276.0,L,192.12962962962962,medium,-0.026253501145267144
665839,-0.16447252747252747,-0.03762162192239393,11.0,91.0,51.0,L,19.627450980392155,low,-0.026253501145267144
665862,-0.03958337208054652,-0.039555829286519795,146.0,383.0,505.0,L,211.41020793950852,high,-0.026253501145267144
665877,-0.01717241379310347,0.019695954196911614,11.0,58.0,61.0,R,18.492753623188403,low,0.014857842364673413
665926,-0.05961834075540165,-0.028746110234061095,86.0,282.0,556.0,L,131.80434782608697,high,-0.026253501145267144
665953,0.08418739770867428,0.02360104406346103,47.0,26.0,45.0,R,33.47945205479452,low,0.014857842364673413
665966,0.010379078882900517,0.023094314616894318,130.0,314.0,6.0,R,183.8738738738739,low,0.014857842364673413
666018,-0.0669613770741942,-0.038871421925596006,98.0,321.0,35.0,L,150.15751789976133,low,-0.026253501145267144
666023,-0.06236027004909986,0.019960016732129382,104.0,235.0,186.0,R,144.18879056047197,medium,0.014857842364673413
666134,-0.06617695658705125,-0.04803947405577663,84.0,317.0,227.0,L,132.8079800498753,medium,-0.026253501145267144
666139,-0.10643496103896108,-0.044715949835416935,125.0,308.0,163.0,L,177.82909930715934,medium,-0.026253501145267144
666149,0.045738766373735695,0.02329649332374001,74.0,163.0,128.0,R,101.78902953586498,medium,0.014857842364673413
666152,-0.10247134502923977,-0.036050668084082804,20.0,171.0,53.0,L,35.81151832460733,low,-0.026253501145267144
666158,-0.11382193362193363,-0.04275331813563582,63.0,440.0,280.0,L,110.21868787276343,medium,-0.026253501145267144
666160,-0.09431083333333329,-0.04428057375241223,60.0,400.0,125.0,L,104.34782608695653,medium,-0.026253501145267144
666163,0.06412709620476609,-0.038886552654876116,22.0,103.0,69.0,L,36.256,low,-0.026253501145267144
666176,0.07381103499504782,0.018602265400461226,104.0,466.0,321.0,R,170.04912280701754,medium,0.014857842364673413
666181,-0.006108225108225118,-0.04278250453869881,21.0,231.0,120.0,L,38.5,medium,-0.026253501145267144
666182,0.016982162315465787,0.022806868111547585,137.0,489.0,543.0,R,214.03514376996807,high,0.014857842364673413
666185,-0.052063856015779064,-0.006019405606864203,72.0,169.0,493.0,L,100.9792531120332,high,-0.026253501145267144
666211,0.10329674369747904,-0.040384249873758105,16.0,119.0,89.0,L,28.20740740740741,low,-0.026253501145267144
666310,-0.07855624726955004,-0.03274280688871628,84.0,327.0,128.0,L,133.66423357664235,medium,-0.026253501145267144
