head,grouping,cell,class,n_rows,observed,predicted,gap,relative_gap
spray,count,2-2,expected_bin_index,14103,11.551868396795008,11.34783157381131,-0.20403682298369752,-0.017662668580980912
spray,count,3-0,expected_bin_index,282,13.4822695035461,12.8566874560989,-0.6255820474471996,-0.04640035175699902
spray,count,3-1,expected_bin_index,3324,11.998495788206979,11.66352715049184,-0.3349686377151393,-0.027917552635587168
spray,count,3-2,expected_bin_index,9959,11.731197911436892,11.459607706950258,-0.2715902044866336,-0.02315110584076473
spray,handedness,LvL,bin_0,9054,0.04550474928208527,0.047436905882125645,0.0019321566000403759,0.04246054819603292
spray,handedness,LvL,bin_1,9054,0.04009277667329357,0.04073012192652507,0.0006373452532315027,0.015896760117790704
spray,handedness,LvL,bin_2,9054,0.03810470510271703,0.03816331590869902,5.861080598199009e-05,0.0015381514126404008
spray,handedness,LvL,bin_3,9054,0.03810470510271703,0.04039906283363908,0.002294357730922049,0.06021192723411081
spray,handedness,LvL,bin_4,9054,0.0390987408880053,0.04191940981701002,0.0028206689290047188,0.07214219345539187
spray,handedness,LvL,bin_5,9054,0.0437375745526839,0.04530238496347982,0.001564810410795918,0.0357772562104703
spray,handedness,LvL,bin_6,9054,0.04683013032913629,0.046425806226039645,-0.00040432410309664685,-0.008633845352445851
spray,handedness,LvL,bin_7,9054,0.0429644356085708,0.04405148398967769,0.0010870483811068893,0.025301120931983997
spray,handedness,LvL,bin_8,9054,0.040976364037994255,0.04366266914086189,0.002686305102867638,0.06555742965327115
spray,handedness,LvL,bin_9,9054,0.03865694720565496,0.03848442815549496,-0.00017251905016000407,-0.004462821371853362
spray,handedness,LvL,bin_10,9054,0.0421912966644577,0.040364555554726865,-0.0018267411097308353,-0.043296633527494716
spray,handedness,LvL,bin_11,9054,0.04362712613209631,0.04323232448125078,-0.00039480165084553043,-0.009049453536089703
spray,handedness,LvL,bin_12,9054,0.039982328252705986,0.04313560480368452,0.003153276550978537,0.07886675660928087
spray,handedness,LvL,bin_13,9054,0.03479125248508946,0.038170055865952075,0.003378803380862612,0.09711646288993679
spray,handedness,LvL,bin_14,9054,0.033797216699801194,0.03548377107878281,0.0016865543789816168,0.04990216780163254
spray,handedness,LvL,bin_15,9054,0.03490170090567705,0.03619884534026891,0.0012971444345918626,0.03716565098352761
spray,handedness,LvL,bin_16,9054,0.03655842721449083,0.03736365872308634,0.0008052315085955095,0.022025879392216747
spray,handedness,LvL,bin_17,9054,0.039982328252705986,0.040666024776327005,0.0006836965236210191,0.017099967748245046
spray,handedness,LvL,bin_18,9054,0.04694057874972388,0.04215941297136345,-0.004781165778360429,-0.10185570578182429
spray,handedness,LvL,bin_19,9054,0.04616743980561078,0.04103078399775525,-0.005136655807855529,-0.11126143943618173
spray,handedness,LvL,bin_20,9054,0.043295780870333554,0.03994746983311818,-0.0033483110372153763,-0.07733573502792862
spray,handedness,LvL,bin_21,9054,0.03954053457035565,0.03879502146004215,-0.0007455131103134977,-0.018854401398822367
spray,handedness,LvL,bin_22,9054,0.042301745085045285,0.042375639285840004,7.389420079471909e-05,0.0017468357545571452
spray,handedness,LvL,bin_23,9054,0.061851115529047936,0.05450124296407625,-0.007349872564971688,-0.11883168964866725
spray,handedness,LvR,bin_0,41973,0.04674433564434279,0.04581302661785842,-0.0009313090264843754,-0.019923462675142042
spray,handedness,LvR,bin_1,41973,0.036618778738712984,0.03849686375421715,0.001878085015504169,0.051287483640700376
spray,handedness,LvR,bin_2,41973,0.034879565434922453,0.036714849145691064,0.0018352837107686107,0.05261773442082711
spray,handedness,LvR,bin_3,41973,0.03518928835203583,0.03791820560049872,0.0027289172484628865,0.07754965719006957
spray,handedness,LvR,bin_4,41973,0.03738117361160746,0.03938581036471592,0.0020046367531084547,0.05362690786374835
spray,handedness,LvR,bin_5,41973,0.04050222762251924,0.04222028909160057,0.0017180614690813292,0.042418937671618015
spray,handedness,LvR,bin_6,41973,0.03978748242918066,0.043359976294378516,0.003572493865197854,0.08978939221793385
spray,handedness,LvR,bin_7,41973,0.04460010006432707,0.04200047056036714,-0.0025996295039599285,-0.05828752626587077
spray,handedness,LvR,bin_8,41973,0.04112167345674601,0.04250369312169611,0.0013820196649501001,0.033608059905533345
spray,handedness,LvR,bin_9,41973,0.03554666094870512,0.0378916237945903,0.0023449628458851804,0.06596858279513315
