batter,stand,stratum,centered_obs,centered_pred,agree
668709,L,medium,0.003653735206876157,-0.006736434889023979,False
668715,R,medium,-0.03513378125560791,-0.0031730082118978827,True
668723,R,low,0.138956721675804,0.0007049521089603165,True
668800,R,medium,-0.05923869401961171,0.0005294268669356166,False
668804,L,high,-0.009237529429458546,0.022613989751010723,False
668832,L,low,-0.12344052406747832,-0.005321757643873874,True
668845,R,low,-0.1323640096761773,0.0004478704994059172,False
668885,R,low,-0.018269156876023908,0.0004478704994059172,False
668901,R,low,0.01025472215653829,0.0024429747697444163,True
668904,R,low,0.0026398497136853917,0.00010884791167491657,True
668930,L,low,-0.007201844855502543,-0.005384979564838077,True
668939,L,medium,0.14439215336840697,0.014648419993581224,True
668942,L,medium,-0.09166260417934913,-0.004280712194033476,True
668952,R,low,-0.08468459467375031,0.0024023736420356167,False
669003,L,low,-0.029179740451416643,-0.008876307275629373,True
669004,L,medium,-0.10971954862628364,-0.002975189727810877,True
669016,L,medium,-0.061202534273862845,-0.016126884323162276,True
669065,L,low,-0.004212856596063443,-0.009217384788591375,True
669127,R,medium,-0.01322804144839581,0.001533359030769817,False
669134,R,low,-0.09929208868050632,-0.0030154416126226824,True
669137,R,low,-0.11901268391860151,0.0004478704994059172,False
669200,R,low,-0.040126056011624806,-0.00010042723885388301,True
669208,R,low,0.10756567742593619,0.0004478704994059172,True
669221,R,high,-0.019673094048588108,-0.00011664123481458337,True
669222,R,medium,-0.0032128829432018086,0.0010845642556038173,False
669224,L,low,-0.04709022237145744,-0.011383187420950278,True
669234,R,low,0.11004249844632229,0.0004478704994059172,True
669242,L,high,0.3284385474698122,0.03787662074551142,True
669257,R,high,0.031155490024572293,-0.004680804854424682,False
669261,L,medium,0.045521234587309556,-0.009471474436840474,False
669289,R,medium,0.08459899257791728,-0.0029757372156495824,False
669304,R,medium,-0.13472131487098252,0.0007742877894040164,False
669357,L,low,0.006090372691051355,-0.008911750944066973,False
669364,L,low,0.006602491500691955,0.017503388283438923,True
669369,R,low,-0.03418054106145871,-0.026475363718736183,True
669394,R,medium,-0.07696429067014791,0.0058394710558666175,False
669397,R,medium,-0.02480862408954171,-0.0037310244195855827,True
669477,R,medium,0.1399413977140515,0.0021665396294895164,True
669701,L,low,0.054868611418653256,-0.00709773077137648,False
669707,R,low,-0.03424358353406401,-0.0018667908756814823,True
669720,R,high,0.1342668615359438,0.0067212830141238165,True
669743,R,medium,-0.04647678925770691,-0.0025979694183445833,True
669911,L,low,0.07335866465442606,0.007649795563235223,True
